WAVELENGTH FLUX
5.0011091232299805 2.320592652983695e-19
5.00341272354126 2.3263154503528547e-19
5.005717754364014 2.332141903792525e-19
5.008023262023926 2.3444599155831467e-19
5.0103302001953125 2.376787943379309e-19
5.012638092041016 2.4075779322240055e-19
5.014946937561035 2.3595657845320136e-19
5.017257213592529 2.3643445620270973e-19
5.019567966461182 2.434452771831912e-19
5.021880149841309 2.438660794704334e-19
5.024193286895752 2.4202715357115146e-19
5.02650785446167 3.028498732591463e-19
5.028822898864746 2.5686628262186407e-19
5.031139373779297 2.4038359739279688e-19
5.033456802368164 2.410057923098016e-19
5.035775184631348 3.2788638150383606e-19
5.038094997406006 3.6287023809272235e-18
5.0404157638549805 9.806248909282988e-19
5.0427374839782715 3.06337654462582e-18
5.045060157775879 4.616785028860724e-19
5.047383785247803 1.6613412853075075e-18
5.049708843231201 1.565372100831835e-18
5.052034854888916 2.479731087599416e-19
5.054361820220947 2.5154624466283513e-19
5.056690216064453 4.548839896357735e-19
5.059019565582275 3.9232553482991274e-19
5.061349868774414 1.034158986196965e-18
5.063681125640869 7.979909080008916e-19
5.066013336181641 2.32161204969109e-18
5.068346977233887 4.005752138740572e-19
5.070681571960449 3.837316194039755e-19
5.073017120361328 2.8655185610183156e-19
5.075354099273682 2.6699735811986627e-19
5.077692031860352 2.7873474081926403e-19
5.080030918121338 2.671885402389426e-19
5.082370758056641 2.9694874091979885e-19
5.084712028503418 1.1277650190601502e-18
5.0870537757873535 1.044418093744154e-18
5.089397430419922 3.1402084403409836e-19
5.091741561889648 1.0496416359148498e-18
5.094086647033691 2.5588509131901133e-19
5.096433162689209 2.5957573856767565e-19
5.098780632019043 3.9048905428331665e-18
5.101129531860352 2.4898394931787556e-18
5.103479385375977 5.2914181302200644e-18
5.10582971572876 2.5894297124846673e-19
5.108181953430176 2.5917608108484183e-19
5.11053466796875 2.601613307425749e-19
5.112888813018799 2.609746043810794e-19
5.115243911743164 2.6194858370296644e-19
5.117599964141846 2.6257119221027745e-19
5.119957447052002 2.6661654484536217e-19
5.122315883636475 2.9085598702167467e-19
5.124675273895264 3.172133734576409e-19
5.127035617828369 4.392269082062167e-19
5.129397392272949 3.0177117804158886e-19
5.131760120391846 3.498036175079825e-19
5.134123802185059 4.1925923350828116e-19
