PROGRAM, PROGRAMSHORT, HLSPNAME, HLSPLEAD, PR_INV_L, PR_INV_F
MUSCLES Extension for Atmospheric Transmisson Spectroscopy, MEATS , MUSCLES, David J. Wilson, Youngblood, Allison
